AnimalID,Breed,Age,Weight,LactationPeriod,HealthStatus,FeedType,FeedAmount,WaterIntake,Temperature,Humidity,BarnCondition,PastMilkProduction,MilkingFrequency,VetVisits,MilkProduction
18,Jersey,3,511.7,187,Sick,Pasture,11.8,56.3,20.4,51.0,Dirty,26.2,1,1,41.8
19,Holstein,7,464.4,180,Sick,Pasture,13.7,30.4,24.4,82.4,Clean,25.5,2,1,60.0
20,Jersey,7,359.3,193,Sick,Hay,17.8,78.3,27.7,41.7,Moderate,26.1,1,0,41.3
21,Jersey,10,371.0,173,Sick,Pasture,18.0,71.8,26.8,80.4,Moderate,14.8,2,5,55.8
22,Jersey,7,375.6,299,Sick,Alfalfa,23.5,54.6,19.7,42.8,Moderate,14.6,1,3,43.2
23,Guernsey,4,565.0,269,Sick,Pasture,28.0,95.4,21.7,31.5,Clean,11.4,2,4,54.8
24,Jersey,1,362.9,264,Sick,Pasture,29.7,59.1,28.8,61.6,Moderate,17.3,2,0,56.8
25,Friesian,9,545.3,220,Sick,Pasture,26.6,51.0,18.7,69.4,Dirty,19.7,2,1,59.5
26,Friesian,2,489.3,282,Healthy,Pasture,16.0,70.4,16.6,60.3,Dirty,16.9,2,4,60.0
27,Jersey,2,426.5,300,Sick,Grain,18.8,29.6,20.7,57.0,Moderate,29.2,1,1,60.0
28,Friesian,3,506.8,267,Sick,Hay,17.7,43.1,27.4,57.4,Dirty,18.4,2,4,59.0
29,Guernsey,5,384.7,244,Sick,Grain,10.1,23.6,27.7,77.3,Moderate,19.2,2,2,46.6
30,Jersey,3,576.1,299,Healthy,Silage,26.3,90.9,26.0,64.2,Clean,24.1,1,3,58.3
31,Jersey,2,462.0,202,Healthy,Pasture,15.5,21.2,23.8,53.9,Clean,11.5,2,4,52.9
32,Holstein,10,406.9,237,Healthy,Grain,23.2,84.8,19.9,42.3,Clean,22.9,2,2,52.1
33,Jersey,7,378.0,298,Sick,Pasture,12.8,65.3,28.6,40.8,Clean,15.6,3,3,41.5
34,Guernsey,5,543.5,288,Healthy,Silage,29.0,59.3,22.1,85.9,Dirty,21.5,2,2,55.3
35,Friesian,8,375.0,189,Healthy,Pasture,15.5,47.0,28.9,48.6,Clean,26.3,2,5,51.0
36,Guernsey,6,336.3,244,Healthy,Pasture,24.3,45.0,30.0,66.4,Moderate,22.0,2,3,56.2
37,Jersey,5,547.0,278,Healthy,Silage,30.0,89.2,26.0,60.0,Clean,25.0,1,4,57.5
38,Holstein,4,395.0,229,Sick,Alfalfa,22.0,52.0,20.0,55.0,Clean,17.0,3,3,47.0
39,Ayrshire,6,430.0,210,Healthy,Grain,18.0,60.0,22.0,53.0,Moderate,20.0,2,1,49.0
40,Friesian,8,499.0,295,Healthy,Silage,26.0,80.0,25.0,70.0,Dirty,24.0,2,2,61.0
41,Jersey,2,320.0,240,Sick,Pasture,14.0,45.0,24.0,52.0,Moderate,18.0,1,4,43.0
42,Guernsey,6,400.0,220,Healthy,Hay,20.0,55.0,22.0,59.0,Clean,22.0,3,2,50.0
43,Ayrshire,7,470.0,235,Sick,Alfalfa,25.0,70.0,23.0,62.0,Dirty,20.0,1,3,48.0
44,Holstein,3,320.0,210,Healthy,Silage,15.0,45.0,21.0,58.0,Clean,19.0,2,4,46.0
45,Jersey,4,400.0,250,Sick,Grain,19.0,55.0,26.0,60.0,Moderate,21.0,1,2,50.0
46,Guernsey,8,540.0,275,Healthy,Pasture,22.0,60.0,27.0,64.0,Clean,24.0,2,3,52.0
47,Ayrshire,5,350.0,245,Healthy,Silage,23.0,65.0,25.0,66.0,Moderate,20.0,2,4,53.0
48,Holstein,4,340.0,230,Sick,Hay,17.0,50.0,22.0,57.0,Dirty,18.0,2,2,48.0
49,Jersey,6,470.0,280,Healthy,Alfalfa,24.0,75.0,28.0,63.0,Moderate,22.0,1,3,55.0
50,Guernsey,7,530.0,265,Sick,Pasture,26.0,80.0,29.0,68.0,Clean,23.0,2,5,54.0
51,Friesian,2,350.0,205,Sick,Grain,16.0,45.0,24.0,56.0,Moderate,15.0,3,2,45.0
52,Jersey,4,360.0,220,Healthy,Silage,20.0,55.0,23.0,58.0,Clean,20.0,2,4,48.0
53,Holstein,5,375.0,240,Sick,Pasture,22.0,60.0,25.0,65.0,Moderate,23.0,2,3,50.0
54,Guernsey,3,410.0,230,Healthy,Grain,18.0,50.0,24.0,60.0,Clean,22.0,3,2,52.0
55,Friesian,6,475.0,260,Sick,Alfalfa,20.0,55.0,25.0,62.0,Dirty,25.0,1,3,56.0
56,Ayrshire,8,500.0,275,Healthy,Silage,23.0,60.0,26.0,65.0,Moderate,27.0,2,4,57.0
57,Jersey,2,440.0,270,Sick,Pasture,19.0,55.0,22.0,59.0,Clean,22.0,1,3,50.0
58,Holstein,7,380.0,245,Sick,Hay,21.0,60.0,24.0,64.0,Moderate,20.0,2,4,48.0
59,Guernsey,5,360.0,230,Healthy,Silage,20.0,50.0,22.0,58.0,Clean,18.0,2,3,45.0
60,Jersey,6,490.0,280,Healthy,Alfalfa,22.0,55.0,26.0,61.0,Moderate,24.0,1,3,52.0
61,Friesian,4,460.0,265,Sick,Pasture,25.0,65.0,27.0,67.0,Dirty,23.0,2,4,57.0
62,Holstein,8,520.0,275,Healthy,Grain,24.0,70.0,28.0,69.0,Clean,25.0,1,2,60.0
63,Guernsey,7,495.0,260,Sick,Alfalfa,19.0,50.0,25.0,62.0,Moderate,20.0,2,3,55.0
64,Jersey,4,380.0,240,Healthy,Silage,22.0,55.0,24.0,60.0,Clean,23.0,1,4,53.0
65,Friesian,3,460.0,270,Healthy,Pasture,26.0,70.0,27.0,68.0,Moderate,22.0,2,5,58.0
66,Holstein,9,550.0,290,Sick,Hay,27.0,75.0,29.0,72.0,Dirty,24.0,1,4,60.0
67,Guernsey,6,340.0,225,Healthy,Grain,18.0,50.0,23.0,56.0,Clean,21.0,2,2,48.0
68,Jersey,5,470.0,275,Healthy,Silage,20.0,55.0,26.0,62.0,Moderate,22.0,1,3,51.0
69,Holstein,4,410.0,240,Sick,Alfalfa,19.0,50.0,24.0,60.0,Moderate,23.0,2,2,45.0
70,Guernsey,7,510.0,270,Healthy,Silage,24.0,60.0,25.0,63.0,Clean,25.0,2,4,55.0
71,Jersey,6,430.0,255,Sick,Pasture,22.0,55.0,27.0,65.0,Moderate,20.0,2,3,50.0
72,Holstein,5,375.0,235,Healthy,Hay,21.0,60.0,25.0,62.0,Clean,22.0,2,3,48.0
73,Friesian,3,440.0,265,Sick,Alfalfa,18.0,45.0,23.0,60.0,Dirty,21.0,1,4,50.0
74,Guernsey,2,350.0,215,Healthy,Pasture,20.0,50.0,24.0,58.0,Clean,18.0,2,3,46.0
75,Jersey,8,485.0,270,Sick,Grain,23.0,55.0,26.0,62.0,Moderate,22.0,1,4,52.0
76,Holstein,7,390.0,240,Healthy,Silage,22.0,55.0,27.0,63.0,Clean,24.0,2,3,49.0
77,Friesian,5,470.0,275,Healthy,Hay,25.0,65.0,28.0,67.0,Dirty,26.0,2,4,56.0
78,Guernsey,3,325.0,210,Sick,Pasture,18.0,50.0,22.0,55.0,Moderate,17.0,2,2,43.0
79,Jersey,4,400.0,250,Healthy,Grain,20.0,55.0,24.0,60.0,Clean,21.0,1,3,50.0
80,Holstein,6,370.0,230,Sick,Alfalfa,19.0,48.0,22.0,56.0,Moderate,18.0,2,2,44.0
81,Friesian,8,510.0,290,Healthy,Silage,28.0,70.0,27.0,65.0,Clean,25.0,1,4,58.0
82,Guernsey,6,550.0,275,Sick,Alfalfa,21.0,55.0,26.0,63.0,Dirty,24.0,2,3,53.0
83,Jersey,2,420.0,265,Healthy,Pasture,22.0,60.0,25.0,62.0,Clean,23.0,1,3,51.0
84,Holstein,8,430.0,245,Sick,Silage,20.0,55.0,24.0,60.0,Moderate,22.0,2,3,47.0
85,Friesian,7,490.0,280,Healthy,Alfalfa,22.0,65.0,28.0,63.0,Moderate,21.0,2,5,53.0
86,Guernsey,5,365.0,220,Healthy,Silage,19.0,55.0,23.0,60.0,Clean,20.0,2,2,48.0
87,Jersey,4,430.0,270,Sick,Grain,21.0,55.0,26.0,64.0,Moderate,24.0,1,4,53.0
88,Holstein,6,375.0,235,Healthy,Pasture,22.0,60.0,27.0,63.0,Clean,23.0,2,3,50.0
89,Friesian,5,455.0,260,Healthy,Silage,23.0,65.0,28.0,68.0,Clean,21.0,1,3,57.0
90,Guernsey,7,480.0,260,Sick,Hay,20.0,55.0,26.0,62.0,Moderate,22.0,2,2,49.0
91,Jersey,6,440.0,255,Sick,Pasture,22.0,55.0,27.0,60.0,Moderate,20.0,2,4,52.0
92,Holstein,4,420.0,230,Healthy,Silage,21.0,55.0,26.0,64.0,Clean,24.0,2,4,49.0
93,Guernsey,5,395.0,250,Healthy,Pasture,19.0,50.0,24.0,60.0,Clean,21.0,2,3,46.0
94,Jersey,5,450.0,265,Healthy,Alfalfa,23.0,55.0,25.0,62.0,Moderate,20.0,2,4,50.0
95,Holstein,6,365.0,225,Sick,Grain,20.0,50.0,23.0,58.0,Dirty,22.0,2,2,44.0
96,Guernsey,7,475.0,270,Healthy,Silage,22.0,55.0,24.0,60.0,Clean,23.0,2,3,50.0
97,Jersey,5,420.0,250,Healthy,Silage,21.0,55.0,26.0,63.0,Moderate,23.0,1,4,52.0
98,Holstein,4,380.0,240,Sick,Pasture,18.0,50.0,22.0,56.0,Moderate,20.0,2,2,42.0
99,Guernsey,6,425.0,230,Sick,Hay,20.0,50.0,23.0,60.0,Dirty,22.0,2,3,45.0
100,Jersey,5,455.0,260,Healthy,Pasture,22.0,55.0,26.0,63.0,Moderate,24.0,2,4,53.0
